Age,Gender,Year,Course,Branch,Bank_Account,Bank_Name,Demat_Account,Broker_Name,Trading_Segment,Income,Income_Source,Expenses,Track_Expenses,Budgeting_Knowledge,Savings
20.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,616
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
18.0,Male,2nd year,BA,Not Applicable,Yes,State Bank of India,Yes,Angle One,Others,less than 10k,Others,less than 5k,No,Yes,0
18.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,No,Yes,18
23.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Freelancing,less than 5k,Yes,Yes,1138
21.0,Male,3rd year,Other,Not Applicable,Yes,HDFC Bank,No,Not Applicable,,10k to 30k,Internship,5k to 15k,Yes,Yes,3429
19.0,Female,1st year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,481
20.0,Male,3rd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Grow,Commodity,less than 10k,Family support,5k to 15k,Yes,Yes,387
18.0,Male,1st year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,415
21.0,Male,4th year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
20.0,Male,1st year,BA,Not Applicable,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
18.0,Male,2nd year,BA,Not Applicable,Yes,State Bank of India,Yes,Angle One,Others,less than 10k,Others,less than 5k,No,Yes,186
20.0,Female,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Upstox,Equity;Futures & Options,10k to 30k,Part - Time Job,less than 5k,Maybe,Yes,2457
22.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,800
22.0,Male,3rd year,B.Com,Not Applicable,Yes,ICICI Bank,Yes,Angle One,Equity,10k to 30k,Part - Time Job,less than 5k,No,No,4806
18.0,Male,1st year,B.Tech,Aerospace,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,124
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1066
24.0,Female,4th year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,10k to 30k,Internship,less than 5k,Yes,Yes,5393
21.0,Male,4th year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,77
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Maybe,Yes,328
21.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,less than 10k,Internship,less than 5k,No,No,79
24.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Family support,5k to 15k,Yes,Yes,2845
21.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,No,693
18.0,Male,1st year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,80
20.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Equity;Mutual Funds;Others,less than 10k,Family support,less than 5k,Maybe,Yes,377
18.0,Female,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
21.0,Male,2nd year,B.Tech,Automobile,Yes,BOB,Yes,Grow,Futures & Options,less than 10k,Part - Time Job,less than 5k,Yes,No,922
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,634
19.0,Male,1st year,B.Com,Not Applicable,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,478
22.0,Male,4th year,B.Tech,CSE,Yes,Yes Bank,Yes,Grow,Equity;Futures & Options,10k to 30k,Freelancing,5k to 15k,No,No,1297
21.0,Male,2nd year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,1249
20.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,65
21.0,Male,1st year,Other,Not Applicable,Yes,HDFC Bank,Yes,Paytm Money,Equity;Mutual Funds,10k to 30k,Family support,5k to 15k,Yes,Yes,5069
20.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,331
21.0,Male,3rd year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
20.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Internship,less than 5k,Maybe,No,567
20.0,Male,2nd year,B.Com,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,95
20.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,647
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,228
19.0,Female,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,272
24.0,Male,4th year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,10k to 30k,Startup,5k to 15k,No,No,2136
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,603
20.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Equity;Mutual Funds;Others,less than 10k,Family support,less than 5k,Maybe,Yes,435
19.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,355
24.0,Male,4th year,B.Com,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Equity;Futures & Options;Mutual Funds;Commodity,10k to 30k,Part - Time Job,less than 5k,Yes,No,9865
19.0,Female,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
20.0,Male,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,Yes,648
19.0,Male,1st year,B.Tech,Aerospace,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,272
19.0,Male,1st year,B.Tech,Aerospace,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,180
20.0,Male,2nd year,B.Tech,Civil,Yes,HDFC Bank,Yes,Angle One,Equity;Futures & Options;Mutual Funds,less than 10k,Freelancing,less than 5k,Yes,Yes,2142
21.0,Female,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,Yes,951
18.0,Male,1st year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,153
19.0,Male,1st year,B.Tech,Electrical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,286
21.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,621
21.0,Male,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Zerodha,Futures & Options,10k to 30k,Family support,less than 5k,No,No,768
21.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Yes,Yes,918
19.0,Male,3rd year,B.Tech,CSE,Yes,IPPB,No,Not Applicable,,less than 10k,Others,15k to 30k,No,Yes,312
19.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,46
18.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,more than 30k,Others,more than 30k,No,No,2143
19.0,Female,1st year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,205
20.0,Female,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,46
18.0,Male,1st year,B.Tech,CSE,Yes,Bank of Baroda ,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,334
20.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,580
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,24
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Yes,Yes,645
19.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,Yes,Grow,Equity,less than 10k,Family support,more than 30k,Yes,Yes,184
18.0,Female,1st year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,326
21.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,874
19.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,116
21.0,Female,3rd year,B.Com,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options;Mutual Funds;Commodity,10k to 30k,Freelancing,less than 5k,Yes,Yes,5392
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,Yes,1037
20.0,Female,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,0
20.0,Female,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,886
21.0,Male,3rd year,B.Tech,Automobile,Yes,HDFC Bank,Yes,Zerodha,Futures & Options;Mutual Funds;Commodity,10k to 30k,Internship,less than 5k,Yes,No,6883
21.0,Male,3rd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,No,No,336
19.0,Male,1st year,B.Tech,Electrical,Yes,PNB,No,Not Applicable,,less than 10k,Family support,5k to 15k,Yes,No,867
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,10k to 30k,Part - Time Job,less than 5k,No,No,875
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,0
20.0,Male,2nd year,B.Tech,CSE,Yes,BOB,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,744
19.0,Female,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
23.0,Male,3rd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Angle One,Futures & Options;Mutual Funds,less than 10k,Part - Time Job,less than 5k,Maybe,Yes,919
22.0,Male,3rd year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,496
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,855
22.0,Male,3rd year,B.Tech,Electrical,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,170
21.0,Male,2nd year,B.Tech,CSE,Yes,BOB,Yes,Angle One,Equity;Futures & Options,less than 10k,Family support,less than 5k,Yes,No,586
24.0,Female,4th year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity;Futures & Options,10k to 30k,Internship,5k to 15k,Yes,Yes,4860
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,10k to 30k,Part - Time Job,less than 5k,No,No,768
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
20.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Equity;Mutual Funds;Others,less than 10k,Family support,less than 5k,Maybe,Yes,650
20.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,215
20.0,Male,1st year,BA,Not Applicable,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,62
23.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,Yes,Angle One,Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,10114
21.0,Male,2nd year,B.Com,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,324
20.0,Male,1st year,B.Tech,Aerospace,Yes,Jk bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,162
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Grow,Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,Yes,Yes,274
22.0,Male,1st year,Other,Not Applicable,Yes,Bank of india,No,Not Applicable,,more than 30k,Family support,5k to 15k,Yes,Yes,2415
20.0,Male,1st year,BA,Not Applicable,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,188
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,10k to 30k,Part - Time Job,less than 5k,No,No,504
20.0,Male,2nd year,B.Com,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,461
22.0,Male,3rd year,B.Tech,Mechanical,Yes,Yes Bank,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,No,306
21.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,Yes,Grow,Futures & Options,less than 10k,Family support,less than 5k,Yes,Yes,0
19.0,Male,1st year,BBA,Not Applicable,Yes,Jk,Yes,Grow,Mutual Funds,10k to 30k,Family support,5k to 15k,No,No,262
19.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,448
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Yes,Yes,367
20.0,Male,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,Yes,593
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,10k to 30k,Part - Time Job,less than 5k,No,No,492
22.0,Male,1st year,Other,Not Applicable,Yes,Canara Bank ,Yes,Grow,Others,less than 10k,Family support,less than 5k,Yes,Yes,3104
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,5045
20.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,1068
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity;Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,No,366
20.0,Male,2nd year,B.Tech,Automobile,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,911
23.0,Male,4th year,Other,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,168
23.0,Male,2nd year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,559
19.0,Male,1st year,B.Com,Not Applicable,Yes,State Bank of India,Yes,Grow,Equity;Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,1938
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Angle One,Equity;Futures & Options,less than 10k,Part - Time Job,less than 5k,Yes,Yes,407
22.0,Male,3rd year,B.Tech,CSE,Yes,Yes bank,Yes,Angle One,Equity;Futures & Options;Commodity,10k to 30k,Freelancing,less than 5k,Yes,Yes,1427
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,484
19.0,Female,1st year,B.Tech,Aerospace,Yes,HDFC Bank,No,Not Applicable,,10k to 30k,Family support,5k to 15k,Yes,No,0
21.0,Male,3rd year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
21.0,Male,3rd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,No,No,234
19.0,Male,2nd year,B.Tech,Civil,Yes,ICICI Bank,Yes,Grow,Equity;Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,1146
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1059
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,Yes,682
19.0,Male,4th year,BA,Not Applicable,Yes,State Bank of India,Yes,Angle One,Equity;Futures & Options;Mutual Funds,less than 10k,Part - Time Job,less than 5k,Yes,Yes,824
21.0,Male,3rd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,No,No,324
20.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,No,No,3395
18.0,Male,1st year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
18.0,Male,1st year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
19.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Maybe,Yes,895
18.0,Male,1st year,B.Tech,CSE,Yes,Bank of Baroda ,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
19.0,Female,1st year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,468
20.0,Female,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,392
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,678
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,499
21.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,Yes,123
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,133
19.0,Male,1st year,B.Tech,Aerospace,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,54
19.0,Male,1st year,B.Tech,Automobile,Yes,State Bank of India,Yes,Angle One,Futures & Options;Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,Yes,377
20.0,Male,1st year,B.Tech,Electrical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,0
19.0,Male,2nd year,B.Tech,Civil,Yes,ICICI Bank,Yes,Grow,Equity;Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,1143
22.0,Female,3rd year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity,10k to 30k,Family support,less than 5k,Maybe,Yes,291
21.0,Female,3rd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Futures & Options,10k to 30k,Freelancing,5k to 15k,Yes,Yes,756
20.0,Male,1st year,B.Tech,Aerospace,Yes,Jk bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,598
23.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Freelancing,less than 5k,Yes,Yes,796
22.0,Male,4th year,B.Tech,CSE,Yes,Yes Bank,Yes,Grow,Equity;Futures & Options,10k to 30k,Freelancing,5k to 15k,No,No,883
18.0,Male,1st year,B.Tech,Mechanical,Yes,Kotak 811,Yes,Kotak neo,Equity;Futures & Options;Mutual Funds;Commodity,10k to 30k,Family support,5k to 15k,Yes,Yes,1842
20.0,Female,2nd year,B.Tech,CSE,Yes,BOB,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,241
21.0,Male,1st year,Other,Not Applicable,Yes,Bank of Baroda ,No,Not Applicable,,more than 30k,Family support,more than 30k,No,Yes,369
18.0,Male,1st year,B.Tech,Electrical,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,5k to 15k,No,No,0
22.0,Male,3rd year,B.Tech,CSE,Yes,Yes bank,Yes,Angle One,Equity;Futures & Options;Commodity,10k to 30k,Freelancing,less than 5k,Yes,Yes,1172
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Angle One,Futures & Options,less than 10k,Family support,less than 5k,Yes,Yes,423
20.0,Male,1st year,B.Tech,Electrical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,0
20.0,Male,2nd year,Other,Not Applicable,Yes,State Bank of India,Yes,Grow,Equity;Futures & Options;Mutual Funds,10k to 30k,Freelancing,less than 5k,Yes,No,4058
22.0,Male,4th year,B.Tech,CSE,Yes,Yes Bank,Yes,Grow,Equity;Futures & Options,10k to 30k,Freelancing,5k to 15k,No,No,1462
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,4919
21.0,Male,2nd year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,901
24.0,Male,4th year,B.Tech,Aerospace,Yes,HDFC Bank,Yes,Grow,Futures & Options,10k to 30k,Startup,5k to 15k,Yes,Yes,8962
21.0,Female,3rd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,645
22.0,Male,2nd year,B.Com,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,4416
18.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,more than 30k,Others,more than 30k,No,No,1916
22.0,Male,1st year,Other,Not Applicable,Yes,Canara Bank ,Yes,Grow,Others,less than 10k,Family support,less than 5k,Yes,Yes,3183
19.0,Male,1st year,B.Tech,Electrical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,167
25.0,Male,2nd year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Yes,Yes,1744
23.0,Female,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,78
20.0,Male,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,Yes,953
19.0,Female,1st year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,315
21.0,Male,2nd year,B.Tech,Aerospace,Yes,ICICI Bank,Yes,Upstox,Equity;Futures & Options;Mutual Funds,10k to 30k,Internship,less than 5k,No,No,3077
20.0,Male,1st year,B.Tech,Electrical,Yes,Canara ,No,Not Applicable,,less than 10k,Family support,5k to 15k,No,No,1382
18.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,459
19.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,51
19.0,Male,1st year,B.Tech,Mechanical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,921
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,5k to 15k,Maybe,Yes,104
19.0,Male,1st year,BA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,0
20.0,Male,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,Yes,512
20.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,355
20.0,Male,1st year,BA,Not Applicable,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,11
20.0,Male,1st year,B.Tech,Mechanical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,297
20.0,Male,1st year,B.Tech,CSE,Yes,ICICI Bank,Yes,Zerodha,Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,Yes,Yes,1030
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,10k to 30k,Part - Time Job,less than 5k,Yes,No,2292
19.0,Male,1st year,BA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,469
22.0,Male,3rd year,B.Com,Not Applicable,Yes,ICICI Bank,Yes,Angle One,Equity,10k to 30k,Part - Time Job,less than 5k,No,No,4700
18.0,Male,1st year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,196
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,496
20.0,Female,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,144
19.0,Male,1st year,B.Com,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,No,1478
21.0,Male,3rd year,BBA,Not Applicable,Yes,ICICI Bank,Yes,Grow,Mutual Funds,less than 10k,Internship,5k to 15k,Yes,Yes,2359
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,0
20.0,Female,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,0
21.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,No,504
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,15
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,296
21.0,Female,3rd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,458
